customer_id,age,region,tenure_months,num_orders,total_spend,avg_order_value,days_since_last_order,email_opens_30d,app_sessions_30d,churned,_acquisition_prob,_monthly_spend_intensity
74,56,NE,28,3,1409.1368065936003,469.7122688645334,106,4,3,1,0.26235744624350826,44.06555399350208
75,45,MW,51,2,4029.378450058567,2014.6892250292835,92,7,3,0,0.6079224438166156,95.94607895550233
76,38,W,68,1,2061.089469472186,2061.089469472186,12,6,6,0,0.5375540571166174,23.68237671400926
77,33,MW,69,1,7071.557970283515,7071.557970283515,116,4,2,1,0.732064107910841,92.42963261756998
78,50,SE,93,1,3276.5817403542214,3276.5817403542214,66,4,7,1,0.517209513871182,36.228167512571574
79,55,MW,55,1,4227.281390007264,4227.281390007264,54,10,3,0,0.6229459229476657,61.49994976904942
80,69,MW,33,1,1538.7695073848038,1538.7695073848038,27,4,9,0,0.2615807365188456,40.277655747000985
81,43,SE,7,4,1065.4150331604935,266.3537582901234,10,6,8,1,0.6307938606783732,133.80219923606037
82,30,W,66,1,3596.537348102185,3596.537348102185,100,6,4,1,0.6263853182087273,66.40955729990353
83,63,SE,77,1,2374.5527503750163,2374.5527503750163,64,4,8,1,0.17573607981201456,39.70030230288694
84,53,MW,53,1,3081.3903489152,3081.3903489152,109,7,6,1,0.40584806103773435,47.67985135382397
85,57,S,88,1,5543.128003746043,5543.128003746043,92,8,2,0,0.732678708050713,56.84547853031214
86,26,MW,31,1,2182.410217247571,2182.410217247571,97,1,3,1,0.09350126179264788,59.14277722452794
87,37,W,6,3,532.1430815693905,177.3810271897968,48,9,7,1,0.5518722366785346,76.49344569402894
88,60,NE,61,1,3720.060275731873,3720.060275731873,44,3,2,0,0.7801228258581114,49.107285806263
89,63,SE,12,3,326.21603806216456,108.73867935405485,53,11,2,0,0.6107218255374638,29.378905373898615
90,43,NE,8,1,306.97884745525795,306.97884745525795,0,6,11,0,0.5071790242258352,42.161986971872786
91,62,W,67,2,4654.6181317243145,2327.3090658621572,88,3,4,0,0.2882248440627103,82.49669327758598
92,64,W,42,1,1488.9472579292374,1488.9472579292374,107,6,1,1,0.2034432439865306,46.44713014032828
93,41,SE,58,1,4242.379234842268,4242.379234842268,2,7,4,0,0.6958120104754321,73.90286352603488
94,66,SE,72,3,3983.32214833378,1327.7740494445934,107,5,2,0,0.64105348647065,55.38302616152158
95,36,SE,37,3,1407.8931266658856,469.2977088886285,78,4,6,1,0.7193097689852531,49.50219091256594
96,33,MW,59,6,5855.66193014474,975.9436550241234,66,12,3,1,0.5691427796205428,93.4442266262672
97,56,W,52,1,1371.0203724938897,1371.0203724938897,84,5,2,1,0.81170378748846,28.720259866117495
98,53,W,56,1,2526.558119421278,2526.558119421278,2,4,5,0,0.5904059075986549,46.33360640860282
99,28,S,67,4,6407.87106901334,1601.967767253335,116,4,5,0,0.40227401882484487,95.06804699557773
100,63,SE,37,2,4079.6507397544547,2039.8253698772273,104,6,2,0,0.6612792629087236,124.40248094812186
101,31,W,48,4,9367.016613893207,2341.754153473302,87,4,2,1,0.27960041984207973,175.64388428359536
102,62,MW,57,1,3202.2352195977437,3202.2352195977437,39,7,2,1,0.7620124413910186,55.849467368742765
103,22,SE,14,1,906.2705370307474,906.2705370307474,15,10,10,0,0.24377266607988363,67.09126259551047
104,61,S,21,5,1566.4935515336795,313.29871030673587,36,7,6,0,0.47130357453065164,78.87328065374459
105,61,NE,9,4,560.6487985443399,140.16219963608498,59,3,4,0,0.9429770211978373,87.21910115009325
106,61,W,19,6,1596.9799279947058,266.16332133245095,118,4,2,0,0.8312907176823942,72.28765104448892
107,55,W,42,1,5120.338265801287,5120.338265801287,48,8,6,0,0.6541755005949579,95.25228068559633
108,45,S,90,1,4705.225959975479,4705.225959975479,87,4,4,0,0.2981671219303169,67.14793766921754
109,57,MW,88,1,5309.642536797338,5309.642536797338,48,10,3,1,0.33427015380615205,69.06173217752456
110,35,SE,73,1,3185.24549655062,3185.24549655062,7,5,7,1,0.4442258028925605,36.115922818374976
111,61,W,53,3,3228.8425766234704,1076.2808588744901,94,3,3,0,0.5684861522562448,54.142300158049856
112,49,W,20,2,880.8006876332031,440.40034381660155,40,7,3,0,0.6311955547770586,49.626045323561414
113,44,MW,35,1,1219.5851302754436,1219.5851302754436,69,8,5,1,0.23217827852746703,31.97636531127978
114,47,W,73,1,2725.5284398314916,2725.5284398314916,40,6,9,1,0.4322912546880419,29.8605912150172
115,50,SE,87,1,3265.3341777099467,3265.3341777099467,87,7,5,0,0.7867843185247072,45.12189591201245
116,23,MW,92,2,4941.38738068784,2470.69369034392,97,5,1,0,0.2878097650294304,48.48492636817362
117,28,S,37,1,2514.3507523488015,2514.3507523488015,89,11,6,1,0.8175585334023252,57.2407858833646
118,34,SE,47,2,2495.087365319565,1247.5436826597825,107,5,1,1,0.40867759373057955,70.11116321582013
119,27,MW,49,1,3670.731795460886,3670.731795460886,82,6,3,0,0.16756844050178665,59.4214343916411
120,43,S,6,1,372.2496829789132,372.2496829789132,63,6,5,1,0.5476978158324217,48.6372632235265
121,55,W,12,1,568.9258070017002,568.9258070017002,90,2,8,1,0.4350175371924689,41.59396565085026
122,54,S,5,2,408.88704516748123,204.44352258374062,82,6,2,0,0.6507832288304863,81.01878925434993
123,45,MW,71,1,3933.8230555140826,3933.8230555140826,26,7,5,0,0.38652798378857484,52.15291113456145
124,64,S,22,1,1076.159121750543,1076.159121750543,35,6,2,0,0.8479562475930539,44.91602306601579
125,50,SE,67,3,2665.6387574866644,888.5462524955548,11,4,5,1,0.3484092436951931,50.20404358290601
126,25,MW,36,1,1239.4918279331375,1239.4918279331375,91,6,4,1,0.6368217735676656,39.26231070909708
127,60,MW,76,1,2485.3940459686605,2485.3940459686605,19,6,9,0,0.399970265514683,42.99985460741771
128,50,W,11,2,494.54657442593884,247.27328721296942,10,4,5,1,0.7197614938725108,48.74758712731182
129,53,S,31,4,1705.9710237911702,426.49275594779255,97,4,1,1,0.617429177172984,47.97586931516505
130,50,W,20,4,2076.9599289314724,519.2399822328681,6,10,8,1,0.8045373646698276,84.3396141137456
131,49,W,42,4,2922.669006500831,730.6672516252078,114,5,2,1,0.5928279497386523,75.41169531155839
132,26,MW,54,2,6325.606019459261,3162.8030097296305,26,8,6,1,0.4861696215576769,109.51174823035518
133,49,MW,16,4,1592.7364580003182,398.18411450007954,112,4,6,0,0.3539128468238435,94.18661606045917
134,61,MW,64,3,8288.794919727336,2762.9316399091117,78,6,2,0,0.3714161339690193,131.68198325094386
135,37,NE,92,2,6491.641765194535,3245.8208825972674,1,13,5,0,0.17354585503654404,63.197250799202955
136,52,MW,5,2,275.5386583571515,137.76932917857576,93,2,6,0,0.5431029895228325,69.71373450444831
137,23,S,9,2,293.94531615120917,146.97265807560458,119,2,8,1,0.092535400869799,43.84509702172506
138,39,W,91,3,7530.528544606955,2510.1761815356517,110,3,3,0,0.5113712558249633,91.05544860180545
139,43,W,62,1,3713.550743684493,3713.550743684493,106,5,0,0,0.5692184886120214,46.7357466079274
140,71,MW,88,1,3153.035072719404,3153.035072719404,28,3,4,1,0.6795264843747211,28.171054483119693
141,32,MW,67,3,7850.677916219501,2616.8926387398337,23,2,5,1,0.2736117265557247,108.51034635138353
142,35,NE,69,1,2023.8515204069438,2023.8515204069438,37,9,5,1,0.32087503267114326,28.008492471937412
143,42,MW,15,1,1077.5318250410471,1077.5318250410471,66,7,7,0,0.5599577200333667,66.51871291652571
144,71,MW,49,2,1723.94876170135,861.974380850675,93,7,7,1,0.39405572170958564,36.739441645815205
145,64,SE,35,1,2769.8989508623686,2769.8989508623686,118,5,4,1,0.3916691604790141,90.64950079685248
146,23,NE,80,2,4880.819297162004,2440.409648581002,57,3,2,1,0.08763817518312916,86.74449667753727
147,33,W,5,2,283.43511394794905,141.71755697397452,56,10,6,0,0.29720550150439784,79.66990856465118
148,63,MW,2,3,245.53648246228713,81.8454941540957,101,2,1,0,0.930621068012626,95.66611105280923
149,24,MW,53,1,3329.3211819542776,3329.3211819542776,114,5,1,1,0.2977077435006959,54.778713796535314
150,64,SE,93,3,15460.09922457885,5153.36640819295,51,5,3,0,0.7810523679916542,149.21356567210435
151,36,MW,95,4,8756.127847031945,2189.031961757986,65,8,3,1,0.4603253904046373,76.38408439790366
152,67,MW,57,1,2208.3231222568747,2208.3231222568747,31,5,4,1,0.4940239301759534,36.40666266606353
153,36,MW,41,1,2542.0740803883823,2542.0740803883823,41,8,9,0,0.5577655224317141,56.33539475868392
154,43,MW,26,1,1556.1102478472963,1556.1102478472963,91,3,1,1,0.8687062389455706,50.976976427898684
155,55,NE,95,1,3232.657183437444,3232.657183437444,19,4,8,0,0.5971119426043817,43.901507462505464
156,28,S,18,1,378.84196978484295,378.84196978484295,34,3,7,0,0.292396466670389,25.901149434867538
157,49,NE,12,4,725.3563475039747,181.33908687599367,12,11,6,1,0.509970972975747,58.482556444759844
158,47,MW,49,1,1087.1686646316048,1087.1686646316048,30,7,5,0,0.281442189339898,29.265553018132945
159,61,SE,38,1,729.6058290481781,729.6058290481781,84,7,4,0,0.8172871496631543,17.523918580412985
160,71,MW,48,1,2692.2971995734706,2692.2971995734706,102,1,2,1,0.5042227224233737,46.767749938047665
161,55,SE,86,1,4018.41800716253,4018.41800716253,39,5,7,1,0.4248317085100445,38.85543079990713
162,42,S,26,1,861.2133015628259,861.2133015628259,107,3,4,1,0.29686422930997663,37.05148175441847
163,42,MW,84,1,932.5635499203041,932.5635499203041,48,4,6,0,0.8252568171595115,13.512387027461935
164,42,W,21,1,1146.57324863799,1146.57324863799,31,7,6,0,0.8733332849227196,42.81474909276699
165,62,SE,31,1,1952.6370100337124,1952.6370100337124,112,3,5,1,0.3605226646825623,50.494335449462106
166,38,NE,1,1,32.805813280183244,32.805813280183244,61,7,5,0,0.5243539083047836,36.93908524866458
167,30,MW,65,1,5223.7604294079165,5223.7604294079165,23,13,11,1,0.20921068510583377,64.99463020901077
168,38,MW,82,4,10293.794679705934,2573.4486699264835,26,5,5,1,0.458694131578722,102.17604856238755
169,23,MW,85,1,5285.825314154111,5285.825314154111,44,4,4,1,0.2746347114278276,68.879964733129
170,27,S,16,1,1272.5957139638151,1272.5957139638151,13,7,5,1,0.36002023418602996,86.65003606237524
171,26,W,73,2,9506.732465431793,4753.366232715896,109,3,2,0,0.6316874331303693,103.42730023579294
172,60,S,14,1,553.4011192177607,553.4011192177607,74,6,0,1,0.6821755963178103,34.5190951944942
173,58,SE,60,2,4273.069586960935,2136.5347934804677,112,8,1,0,0.6040252265154554,66.52658297089911
174,56,W,67,1,8372.097739066392,8372.097739066392,28,4,6,1,0.5561158986221629,98.25663216173943
175,45,MW,15,2,820.4453141424988,410.2226570712494,96,4,6,1,0.27927588922093655,44.87217018510737
176,57,W,11,2,360.43266917095065,180.21633458547532,81,7,6,0,0.3853365475971544,43.990774868718994
177,30,S,7,1,484.86431310757575,484.86431310757575,45,9,9,0,0.5932517244262616,69.31649539416964
178,67,W,68,1,2712.3528854145848,2712.3528854145848,41,5,5,1,0.6238509811527196,32.23423060189953
179,47,S,59,1,1513.6403515749814,1513.6403515749814,15,5,8,1,0.8155472558145351,33.461580756716266
180,68,W,12,1,414.89306784430397,414.89306784430397,95,4,2,0,0.8947771484204411,46.51252289763835
181,29,NE,48,1,3511.058906377259,3511.058906377259,94,4,3,1,0.3450297295617911,60.18185411713607
182,46,W,76,2,6142.292809553802,3071.146404776901,67,2,2,0,0.669591357374964,69.2880586208922
183,56,MW,23,4,1599.299605504685,399.8249013761712,100,5,4,1,0.2090121123706488,86.88339182777038
184,46,S,58,1,1691.2487020262506,1691.2487020262506,74,6,5,0,0.849111749942402,36.05907174681984
185,44,W,28,3,1359.622566350574,453.207522116858,85,3,4,1,0.5636990721189029,40.479638933189364
186,30,NE,25,1,1283.7036616447958,1283.7036616447958,119,1,2,1,0.6889705359841057,62.20279100985555
187,41,NE,38,1,1025.0757041721827,1025.0757041721827,40,5,5,1,0.505561854298411,34.30322515156584
188,33,NE,34,1,1584.754563648369,1584.754563648369,78,9,4,1,0.34722442030409456,37.45209772337048
189,37,MW,48,1,1344.4454767473005,1344.4454767473005,78,7,3,0,0.23502192876003258,23.675856654286907
190,56,NE,20,1,1055.5216877123582,1055.5216877123582,108,3,1,0,0.8386712016235497,56.00943647258913
191,53,W,38,3,5134.975043209057,1711.6583477363522,84,6,4,0,0.455927399559508,125.63019795234544
192,52,MW,60,3,1975.3594021621548,658.4531340540516,31,6,8,0,0.9373769097982828,34.35748805108061
193,40,W,37,1,3181.3101954006747,3181.3101954006747,106,6,1,1,0.19784159035602672,99.43742657052499
194,69,SE,63,1,4327.129810055822,4327.129810055822,97,6,5,1,0.824603889747377,53.158107788032936
195,26,MW,11,1,278.79430445046427,278.79430445046427,16,9,6,0,0.3276547455848247,24.669395152652825
196,39,NE,14,3,497.88964364916467,165.96321454972156,88,10,4,1,0.5534311345628465,32.85199255677479
197,27,S,83,1,2784.486781053075,2784.486781053075,31,10,8,0,0.49563038674842774,35.50202369104955
198,38,SE,44,2,2084.317367203631,1042.1586836018155,32,6,7,1,0.7018596441304118,47.3497953089792
199,70,NE,58,3,3003.764139696741,1001.254713232247,48,5,2,0,0.7891471016328758,59.348147898643255
200,40,SE,71,1,8529.935135683718,8529.935135683718,37,6,5,1,0.4414122258766008,125.46354982675668
201,67,W,14,1,497.05059710430163,497.05059710430163,97,6,7,1,0.4730756114677348,32.97488907421434
202,46,NE,93,2,4362.2765340434,2181.1382670217,23,9,3,0,0.7809896932032342,39.507465566346966
203,56,W,41,1,2032.1342957589854,2032.1342957589854,107,1,3,0,0.6822974232954184,41.95386484912972
204,44,W,85,1,2132.1538435974217,2132.1538435974217,6,3,4,1,0.19508957229889626,35.48716865141953
205,35,W,40,2,2676.6311755802326,1338.3155877901163,33,10,5,0,0.7061904914333528,65.54345785569829
206,60,SE,39,1,1968.7881795040582,1968.7881795040582,54,2,5,1,0.31370773046715533,54.63452429574733
207,70,NE,58,1,1340.9311960530433,1340.9311960530433,60,2,6,1,0.7537078223633333,21.72423435939127
208,35,MW,19,1,1285.3815374431447,1285.3815374431447,106,5,3,0,0.2350180142634408,55.045919537327954
209,60,SE,58,1,2144.700840710995,2144.700840710995,72,7,5,0,0.60289768523286,31.739812356586004
210,35,W,94,4,5330.94153364923,1332.7353834123076,63,9,2,0,0.7240421712158093,63.12295026292163
211,57,MW,62,4,6853.392344382237,1713.3480860955592,19,4,7,1,0.30145394713422174,96.66712947203986
212,61,MW,7,1,358.14633955503564,358.14633955503564,5,15,5,1,0.4495617579067695,67.24754972378899
213,44,NE,67,1,2770.4461541753717,2770.4461541753717,95,6,6,0,0.3384972676741141,53.22467884375774
214,58,MW,4,1,143.80039905785733,143.80039905785733,69,7,3,0,0.2329390398839139,43.036793351735156
215,35,SE,10,1,528.8147324712621,528.8147324712621,56,4,7,0,0.6191359177721859,56.26599987609249
216,25,W,28,2,2279.7435976553706,1139.8717988276853,60,3,2,1,0.39869090134122787,80.90101273859514
217,26,NE,29,3,1648.3983333244823,549.4661111081608,107,9,5,1,0.43403674348071664,60.552716855095454
218,44,S,1,1,56.217738302699914,56.217738302699914,54,10,1,0,0.3011608278669074,52.21404689448908
219,67,W,2,2,107.25383364811448,53.62691682405724,65,7,4,0,0.7169521166756844,69.24017710504472
220,28,SE,75,1,2293.515208050813,2293.515208050813,61,7,7,0,0.07032895486576754,30.19110006099082
221,44,NE,44,1,1341.5090529544536,1341.5090529544536,99,7,4,0,0.5672631840008968,35.31076714463284
222,57,SE,19,2,1310.471529823175,655.2357649115875,26,10,3,1,0.802316873971673,75.06856445467892
223,32,SE,41,1,3287.2395328103744,3287.2395328103744,5,6,6,1,0.8595074455091449,79.75144240770578
224,58,SE,66,2,2930.1006014910017,1465.0503007455009,114,4,2,0,0.6931760307586624,56.94690633134951
225,37,S,70,1,6936.9363318621035,6936.9363318621035,52,7,4,1,0.360711664823204,106.2223544423239
226,62,W,28,2,2555.2931328225573,1277.6465664112786,69,8,5,0,0.5114902802749332,78.91494917338176
227,50,SE,16,1,681.5953963918305,681.5953963918305,50,5,2,1,0.5400521675895088,49.16060625782602
228,49,MW,92,1,3361.806097768251,3361.806097768251,35,13,2,0,0.6176479464840428,31.535416927499902
229,30,SE,60,2,5248.44624377555,2624.223121887775,23,8,5,0,0.17545856306096236,104.31654334466222
230,45,S,94,1,8365.52406342953,8365.52406342953,81,3,4,1,0.4127011905436809,77.21879266573998
231,64,NE,30,2,2704.088330547623,1352.0441652738116,67,3,2,1,0.6319460239800505,110.37455471909563
232,22,W,11,3,2326.9856866676737,775.6618955558912,75,5,3,1,0.25587073912695607,166.47469191419776
233,59,W,37,1,1031.418479563624,1031.418479563624,90,4,1,1,0.8120284791301143,35.18566672351829
234,46,NE,32,1,1146.7849966914905,1146.7849966914905,35,9,5,0,0.529546201855792,27.568926843452147
235,57,SE,69,1,869.7500788892828,869.7500788892828,59,6,4,1,0.24151052430419265,15.052740074048112
236,55,MW,69,1,6413.428717741925,6413.428717741925,72,6,2,0,0.5024767729641617,82.5383440445688
237,43,S,7,2,453.48905270631553,226.74452635315777,99,3,1,1,0.19686012311346232,73.36281571509518
238,37,MW,56,1,2394.074907710134,2394.074907710134,11,3,6,0,0.5099927852446369,57.05413477718416
239,53,W,33,1,853.1593472223944,853.1593472223944,35,8,8,0,0.5778375214751401,36.16175209864732
240,29,W,59,1,2805.8138063874544,2805.8138063874544,23,4,6,1,0.6523648939067817,60.32199412586211
241,51,W,38,2,2449.72561832933,1224.862809164665,35,3,6,1,0.5660210375511787,68.22966323810833
242,26,MW,52,1,4232.193719876395,4232.193719876395,112,6,3,1,0.38174840252055914,77.65116479763346
243,54,MW,68,7,4143.843945916131,591.9777065594473,20,6,6,0,0.9328254094797932,61.73457282550778
244,53,W,28,1,2555.593482692318,2555.593482692318,90,4,3,0,0.40157793941545794,84.64554892731103
245,26,SE,19,1,743.1085048319479,743.1085048319479,94,9,4,0,0.23601673569937173,51.631972801770615
246,59,S,68,2,6986.913857015488,3493.456928507744,89,5,4,0,0.6010985074361033,92.91330483153251
247,42,NE,91,1,6958.572873003923,6958.572873003923,17,7,4,1,0.27154918451317456,65.29516686284933
248,61,SE,43,2,1153.7933816288253,576.8966908144126,9,8,4,1,0.3814936575348855,32.004615225102114
249,24,W,95,1,13097.582245582264,13097.582245582264,17,6,6,1,0.2359949333719172,117.32068793261688
250,30,SE,18,3,1450.0653377606577,483.3551125868859,100,7,2,1,0.17798191266795246,94.77514442009488
251,46,NE,78,1,4567.317383383013,4567.317383383013,0,11,9,1,0.3972345324143033,60.58837942452368
252,31,SE,94,1,6891.754412091689,6891.754412091689,86,2,7,1,0.2628743830421068,61.94971250119954
253,38,MW,29,4,3714.9858118201314,928.7464529550329,46,5,1,0,0.2714195068050933,115.16607372749992
254,55,W,15,1,452.6223100296672,452.6223100296672,113,2,3,0,0.8429018568538624,30.107404932714935
255,29,NE,64,2,5067.719778341425,2533.8598891707124,52,5,3,1,0.2622912017713412,85.9005747741825
256,55,NE,83,1,3417.5306917430007,3417.5306917430007,55,2,4,0,0.7695280415125464,39.66013273796146
257,27,MW,8,2,723.4743245343111,361.73716226715555,54,13,8,0,0.5333379580691902,89.37400346273185
258,30,S,61,1,4510.390307143719,4510.390307143719,96,6,2,0,0.35970931652906907,57.63725410126895
259,51,SE,83,1,3097.183009210633,3097.183009210633,91,5,7,1,0.4528481591056129,31.20827517032366
260,61,S,4,1,134.46605564401392,134.46605564401392,115,4,1,0,0.8435258636059242,43.665839232695404
261,30,S,50,1,4096.131004422475,4096.131004422475,49,9,3,1,0.3743895968453264,86.46831817073517
262,36,SE,8,2,418.1776846151978,209.0888423075989,100,5,6,1,0.6896205557091369,49.670264458029266
263,68,W,17,1,906.4212364172607,906.4212364172607,0,11,4,1,0.7646318265952572,47.46978985973673
